28.7999992370605	63
24	34.0999984741211
14	34.2000007629395
19.5	38.2000007629395
14.3999996185303	35.2000007629395
11.1000003814697	31.8999996185303
31.6000003814697	50.9000015258789
10	38.9000015258789
20.7999992370605	32.4000015258789
16.8999996185303	42.2000007629395
9.39999961853027	30.2000007629395
20	48.0999984741211
9.69999980926514	43.9000015258789
13.5	31.7999992370605
13.3000001907349	33.7999992370605
9	38.9000015258789
10.6999998092651	45.4000015258789
11.6999998092651	32.7000007629395
22.2999992370605	52.5
11.6999998092651	35.9000015258789
44	58.2999992370605
16.7999992370605	36.5
17.7999992370605	50.2000007629395
12	40.9000015258789
11.1999998092651	32.2000007629395
21.8999996185303	34.2000007629395
21.5	47
22.2999992370605	45.2999992370605
22.1000003814697	34.9000015258789
27.7999992370605	31.6000003814697
22.7000007629395	33.7000007629395
15.1000003814697	37.5999984741211
14.6000003814697	38.5999984741211
23	43.5999984741211
14.3999996185303	42
14.8999996185303	38.7000007629395
25.2999992370605	37.2000007629395
35	72.4000015258789
13.1999998092651	41.2999992370605
22.8999996185303	38.4000015258789
31.2999992370605	54
26.6000003814697	42.5
32.5999984741211	49.2000007629395
29.7000007629395	58.0999984741211
13.6999998092651	31.6000003814697
15.8999996185303	34.7999992370605
14.1999998092651	39.9000015258789
18.7000007629395	48.7000007629395
24.5	52.7999992370605
13	40.9000015258789
15.3999996185303	30.5
10.1999998092651	35.7999992370605
12.8999996185303	32.5999984741211
11.8000001907349	35.2000007629395
14.6999998092651	38.0999984741211
23	37
30.2999992370605	53.2999992370605
9.5	34.2000007629395
